state,plate_title,plate_img
CT,"New England Air Museum plate",museum.gif
CT,"Olympic spirit plate",olympics-spirit.png
CT,"Operation Lifesaver plate",operation-lifesaver.gif
CT,"P.T. Barnum Foundation Inc. plate",burnam-festival.gif
CT,"Pearl Harbor 1941 survivors plate",sppearl.gif
CT,"Penn State Alumni Association plate",sppenn.gif
CT,"Police Commissioners Association of Connecticut plate",police-commissioner.gif
CT,"Police memorial (in the line of duty) plate",in-line-of-duty.gif
CT,"Preservation Connecticut plate",Preservation-CT.jpg
CT,"Red Sox Foundation plate",red-sox.png
CT,"Save our lakes plate",savelakes.jpg
CT,"Second Company Governors Foot Guard plate",spsec.gif
CT,"Special Olympics plate",special-olympics.gif
CT,"Support Our Troops plate",support.jpg
CT,"Town of Stafford plate",spstaffo.gif
CT,"U.S. Submarine Veterans plate",spsub.gif
CT,"Uniformed Professional Firefighters Association of Connecticut plate",Uniformed-Professional.gif
CT,"United We Stand plate",united-we-stand.gif
CT,"University of Connecticut plate",uconn.jpg
CT,"University of Hartford alumni plate",uhartford_2017.jpg
CT,"University of New Haven plate",univnh.jpg
CT,"USS Connecticut Commissioning Committee plate",USS.gif
DC,"Alpha Kappa Alpha",dc%20dmv%20tag%20aka.jpg
DC,"Alpha Phi Alpha",dc%20dmv%20tag%20apa.jpg
DC,"Anacostia River Commemorative Tags",dc dmv anacostia river commemorative tag.jpg
DC,"Bad Boys Club",dc%20dmv%20tag%20badboys.jpg
DC,"Bicycle Awareness Tags",Vision%20Zero%20Tags%202.png
DC,"Blue Knights",dc%20dmv%20tag%20blueknights.jpg
DC,"Breast Cancer Awareness Tags",dc%20dmv%20breast%20cancer%20awareness%20tag.jpg
DC,"Children First Foundation",dc%20dmv%20tag%20children.jpg
DC,"DC Fire Fighters Local 36",dc%20dmv%20tag%20firefighters.jpg
DC,"DC Veteran Tags",dc%20dmv%20%20dc%20veteran%20tag.jpg
DC,"DC Woman Veteran Tag",dc%20dmv%20dc%20woman%20veteran%20tag.jpg
DC,"Delta Sigma Theta Sorority",dc%20dmv%20tag%20dst.jpg
DC,"Disabled American Veteran (DAV) Tags",dc dmv disabled american veteran tags.jpg
DC,"Disabled American Veteran (DAV) Tags - Symbol",dc dmv disabled american veteran tags-symbol.jpg
DC,"Disabled Veterans",dc%20dmv%20tag%20dav.jpg
DC,"Disabled Veterans - Symbol",dc%20dmv%20tag%20dv.jpg
DC,"District of Columbia Lodge/FOP",dc%20dmv%20tag%20dcfop.jpg
DC,"Donate Life Note: It is not necessary to obtain a letter from Infinite Legacy to obtain this organizational tag.",dc%20dmv%20tag%20donatelife.jpg
DC,"Florida A&M University",dc%20dmv%20tag%20famu.jpg
DC,"Howard University",dc%20dmv%20tag%20hu.jpg
DC,"Kappa Alpha Psi Fraternity",dc%20dmv%20tag%20kap.jpg
DC,"Mississippi State University",dc%20dmv%20tag%20msu2.jpg
DC,"Morehouse College Alumni",dc%20dmv%20tag%20morehouse.jpg
DC,"National Association of Black Scuba Divers",dc%20dmv%20tag%20nabs.jpg
DC,"NC A&T SU Alumni",dc%20dmv%20tag%20ncat.jpg
DC,"Norfolk State Alumni",NorfolkStateUDCDMVTag.jpg
DC,"Omega Psi Phi Fraternity",dc%20dmv%20tag%20opp.jpg
DC,"Porsche Club of America",dc%20dmv%20tag%20porsche.jpg
DC,"Prince Hall Masonic Family",dc%20dmv%20tag%20princehall.jpg
DC,"Prince Hall Order of the Eastern Star",dc%20dmv%20tag%20easternstar.jpg
DC,"Southern Methodist University",dc%20dmv%20tag%20smu.jpg
DC,"Spirit of Faith Christian Center",dc%20dmv%20tag%20spirit.jpg
DC,"St John’s College",dc%20dmv%20tag%20sjc.jpg
DC,"The George Washington University",dc%20dmv%20tag%20gwu.jpg
DC,"University of Michigan",dc%20dmv%20tag%20umich.jpg
DC,"University of Mississippi (Ole Miss)",dc%20dmv%20tag%20olemiss.jpg
DC,"Veterans of Foreign Wars of US",dc%20dmv%20tag%20vfw.jpg
DC,"Veterans Specialty Tags - Air Force",dc dmv veteran tags 2020 - usaf.jpg
DC,"Veterans Specialty Tags - Army",dc dmv veteran tags 2020 - army.jpg
DC,"Veterans Specialty Tags - Coast Guard",dc dmv veteran tags 2020 - uscg.jpg
DC,"Veterans Specialty Tags - Marines",dc dmv veteran tags 2020 - usmc.jpg
DC,"Veterans Specialty Tags - Navy",dc dmv veteran tags 2020 - navy.jpg
DC,"Washington Capitals Tags",Caps Tag 3.jpg.png
DC,"Washington Capitals Tags - 2018 Stanley Cup",Caps Tag 3 - 2018-sc.jpg.png
DC,"Washington Mystics Tags",Washington Mystics Tags.png
DC,"Washington Mystics Tags - 2019 champs",Washington Mystics Tags - 2019 champs.png
DC,"Washington Nationals Note: It is not necessary to obtain a letter from the Washington Nationals to obtain this organizational tag.",dc%20dmv%20tag%20nationals.jpg
DE,"Air Force Commendation Medal",valor-air_force_commendatio.jpg
DE,"Air Medal",valor-air_medal.jpg
DE,"Alpha Kappa Alpha",aka.jpg
DE,"Alpha Phi Alpha",apa.jpg
DE,"American Legion",al.jpg
DE,"Animal Welfare",darkpaws.png
DE,"Antique Automobile",antique_car.jpg
DE,"Antique Motorcycles",antique_mc.jpg
DE,"Application for Delaware Sample Plates",Sample.jpg
DE,"Army (Dept of)",retired_army.jpg
DE,"Army Commendation Medal",valor-army_commendation.jpg
DE,"atTAcK Addiction",attack.png
DE,"Autism Acceptance and Inclusion",AutismAcceptance&Inclusion.png
DE,"Breast Cancer Awareness",bcawareness.jpg
DE,"Bronze Star",valor-bronze_star.jpg
DE,"Bronze Star (w/o Valor)",BronzeStar.jpg
DE,"Buffalo Soldiers",buffalo.jpg
DE,"Caesar Rodney Centennial",cr.jpg
DE,"Call Tags (Sample 58A)",call_tags.jpg
DE,"Cancer Support Community",cancer_support.jpg
DE,"Cape Henlopen High School",CapeHenlopenHighSchoolSmall.jpg
DE,"Caravel Academy",ca.jpg
DE,"Choose Life",choose_life.jpg
DE,"CIB Plate",CIB.png
DE,"Coast Guard",ret_cg.jpg
DE,"Conquer Childhood Cancer",CCC.jpg
DE,"Conrad HS Alumni",ConradHSAlumni.jpg
DE,"Correctional Officers Association of Delaware",COAD.jpg
DE,"Credit Union",cu.jpg
DE,"DAV / Special Parking",dav_parking.jpg
DE,"Delaware Association of Realtors",dar.jpg
DE,"Delaware Civil Air Patrol",civil.jpg
DE,"Delaware East Carolina University",DE_east_carolina.jpg
DE,"Delaware Episcopal Diocese",DE_episcopal_diocese.jpg
DE,"Delaware Mobile Surf Fisherman",dms.jpg
DE,"Delaware Organ Donor",de_organ_donor.jpg
DE,"Delaware Senior Olympics",dso.jpg
DE,"Delaware State Fair",dsf.png
DE,"Delaware State University",dsu.jpg
DE,"Delaware Technical University",deltech.jpg
DE,"Delaware Veterans",dv.jpg
DE,"Delaware William Henry High School Alumni",DE_william_henry_high_school_alumni.jpg
DE,"Delmar",Delmar.png
DE,"Delta Sigma Theta",dst.jpg
DE,"Delta Waterfowl",dw.jpg
DE,"Disabled American Veterans",dav.jpg
DE,"Distinguished Flying Cross",valor-dist_fly_cross.jpg
DE,"Distinguished Service Cross",valor-dist_cross.jpg
DE,"Dover High School",DoverHS.jpg
DE,"Ducks Unlimited",du.jpg
DE,"East Carolina University",ecu.jpg
DE,"Eastern Star PHA",eastern_star.jpg
DE,"Elks Lodge",elk.jpg
DE,"Environmental Lighthouse",lighthouse.jpg
DE,"Farm Bureau",fb.jpg
DE,"Farm Preservation",farm_pres.jpg
DE,"Felton High School",fhs.jpg
DE,"Flyers Charities",flyers.png
DE,"Fraternal Order of Police",fop.jpg
DE,"Gold Star Family",gold_star_family.jpg
DE,"Goldey Beacom College",gbc.jpg
DE,"Groove Phi Groove",g.jpg
DE,"Harrington High School",hhs.jpg
DE,"Honorably Discharged Military Veteran",hdv.png
DE,"Honoring Veterans",honor_vets.png
DE,"Horseshoe Crab",horseshoe.png
DE,"Indian River HS Alumni",ir_alum.jpg
DE,"Johns Hopkins University",jhu.jpg
DE,"Kappa Alpha Psi",k.jpg
DE,"Keep Delaware Beautiful",KDB.png
DE,"Kings Point - Merchant Marine",kp.jpg
DE,"Knights of Columbus",kc.jpg
DE,"Korean War Veteran",kwv.jpg
DE,"Ladies Auxiliary",la.jpg
DE,"Law Enforcement Memorial",lem.jpg
DE,"Lions Club",lions_club.jpg
DE,"Loyal Order of Moose",moose.jpg
DE,"Marine Corp League",mcl.jpg
DE,"Marine Education Research / Rehabilitation",MERR.jpg
DE,"Marines",retired_marine.jpg
DE,"Masonic Mason",masonic_mason.jpg
DE,"Migratory Shorebirds",MigratoryShorebirds.png
DE,"Missing In Action",ex_mia.jpg
DE,"Nanticoke Indian Association",nanti_indian.jpg
DE,"National Guard",natl_guard.jpg
DE,"National Rifle Association",nra.jpg
DE,"Navy (Dept. of)",ret_navy.jpg
DE,"Navy Commendation Medal",valor-navy_commendation.jpg
DE,"Navy Cross",valor-navy_cross.jpg
DE,"NCC Retired Police",cp.jpg
DE,"Newark High School",newark_high.jpg
DE,"Notre Dame",notre_dame.jpg
DE,"Nur Shrine",nur.jpg
DE,"Ohio State University",ohio_state.jpg
DE,"Omega Psi Phi",omega_psi_phi.jpg
DE,"Operation Desert Storm",Operation-Desert-Storm.jpg
DE,"Operation Enduring Freedom",oef.jpg
DE,"Operation Iraqi Freedom",oif.jpg
DE,"Order of Eastern Star",east_star.jpg
DE,"Pearl Harbor Survivor",pearl_harbor.jpg
DE,"Penn State University",penn_state.jpg
DE,"Phi Beta Sigma Fraternity, Inc.",pbsf_inc.jpg
DE,"Pollinator",pollinator.png
DE,"Prince Hall Affiliated",prince_hall_affil.jpg
DE,"Prisoner of War",ex_pow.jpg
DE,"Professional Firefighter",IAFF.jpg
DE,"Purdue University Alumni",purdue_u.jpg
DE,"Purple Heart",purple_heart.jpg
DE,"Reserve Forces",reserve_forces.jpg
DE,"Retired New Castle Police Department",retired_new castle_pd.jpg
DE,"Retired State Police",st_police.jpg
DE,"Saint Josephs University",st_joe_u.jpg
DE,"Salesianum Alumni",sallys.jpg
DE,"Silver Star",valor-silver_star.jpg
DE,"So. Delaware Street Rod Association",custom.jpg
DE,"Standardbred Owners Association",standardbred_owners_assn.jpg
DE,"Stop Child Abuse",stop_child_abuse.png
DE,"Submarine Service",submarine.jpg
DE,"Telephone Pioneers",telephone_pioneers.jpg
DE,"Temple University",temple_u.jpg
DE,"United Auto Workers",uaw.jpg
DE,"United States Air Force",retired_af.jpg
DE,"University of Delaware",ud.jpg
DE,"University of Michigan",u_of_mich.jpg
DE,"University of Pennsylvania",univ_penn.jpg
DE,"US Naval Academy",USNAcademy.png
DE,"Veterans Foreign War",vfw.jpg
DE,"Vietnam Veteran",vietnam_vet.jpg
DE,"Villanova University",villanova.jpg
DE,"Virginia Tech",va_tech.jpg
DE,"Volunteer Fireman",vol_fire.jpg
DE,"Wesley College",wesley.jpg
DE,"West Point",WestPoint.jpg
DE,"West Virginia University",west_virgina_university.jpg
DE,"Wilmington Fire Department",wilm_fire.jpg
DE,"Wilmington Police Department",wilm_pd.jpg
DE,"Wilmington University",wilm_u.jpg
DE,"Women's Military Monument",womens-veterans.jpg
DE,"World War II",WWII.png
DE,"Zeta Phi Beta",zeta_phi_beta_sorority.jpg
FL,"A State of Vision",FL_image-098.jpg
FL,"Advent Health University",FL_image-002.jpg
FL,"Agricultural Education",FL_image-099.jpg
FL,"Agriculture",FL_image-100.jpg
FL,"Agriculture Consumer Services",Agriculture Consumer Services.png
FL,"Air Force Combat Action Medal",FL_image-169.jpg
FL,"Air Force Cross",FL_image-170.jpg
FL,"Alpha Kappa Alpha",FL_image-131.jpg
FL,"Alpha Phi Alpha",FL_image-130.jpg
FL,"Amateur Radio",Amateur Radio.png
FL,"America the Beautiful",FL_image-103.jpg
FL,"American Legion",FL_image-072.jpg
FL,"Animal Friend",FL_image-043.jpg
FL,"Antique",antique.png
FL,"Apply for Workforce Innovation",Apply for Workforce Innovation.png
FL,"Apportioned IRP",apportioned-irp.png
FL,"Aquaculture",FL_image-044.jpg
FL,"Army of Occupation",FL_image-171.jpg
FL,"Authenticated (The owner provides the license plate, not the State.)",FL_image-140.jpg
FL,"Ave Maria University",FL_image-003.jpg
FL,"Barry University",FL_image-004.jpg
FL,"Beacon College",FL_image-006.jpg
FL,"Bethune-Cookman University",FL_image-005.jpg
FL,"Big Brothers Big Sisters",FL_image-101.jpg
FL,"Blue Angels",FL_image-080.jpg
FL,"Bronze Star",FL_image-172.jpg
FL,"Challenger - Columbia",FL_image-102.jpg
FL,"Choose Life",FL_image-104.jpg
FL,"Combat Action Badge",FL_image-173.jpg
FL,"Combat Action Ribbon",FL_image-174.jpg
FL,"Combat Infantry Badge",FL_image-175.jpg
FL,"Combat Medical Badge",FL_image-176.jpg
FL,"Conserve Florida's Fisheries",FL_image-045.jpg
FL,"Conserve Wildlife",FL_image-046.jpg
FL,"Custom Vehicle",Custom Vehicle.png
FL,"Dealer",dealer.png
FL,"Delta Sigma Theta",FL_image-132.jpg
FL,"Department of Corrections",FL_image-151.jpg
FL,"Department of Environmental Protection",Department of Environmental Protection.png
FL,"Department of Transportation",Department of Transportation.png
FL,"Disabled Veteran",Disabled Veteran.png
FL,"Disabled Veteran - Wheelchair",disabled-wheelchair.png
FL,"Discover Florida’s Horses",FL_image-047.jpg
FL,"Discover Florida’s Oceans",FL_image-048.jpg
FL,"Distinguished Flying Cross",FL_image-177.jpg
FL,"Distinguished Service Cross",FL_image-178.jpg
FL,"Division of Driver Licenses",Division of Driver Licenses.png
FL,"Division of Motor Vehicles",Division of Motor Vehicles.png
FL,"Ducks Unlimited",FL_image-049.jpg
FL,"Eckerd College",FL_image-007.jpg
FL,"Edward Waters University",FL_image-010.jpg
FL,"Embry-Riddle Aeronautical University",FL_image-008.jpg
FL,"Emergency Management Personnel",Emergency Management Personnel.png
FL,"Emergency Medical Services",Emergency Medical Services.png
FL,"End Breast Cancer",FL_image-105.jpg
FL,"Endless Summer",FL_image-050.jpg
FL,"Everglades River of Grass",FL_image-052.jpg
FL,"Everglades University",FL_image-009.jpg
FL,"Ex-Prisoner of War",FL_image-179.jpg
FL,"Exempt Series",Exempt Series.png
FL,"Explore Off Road",FL_image-051.jpg
FL,"Explore Our State Parks",FL_image-053.jpg
FL,"Fallen Law Enforcement Oficers",FL_image-106.jpg
FL,"Family First",FL_image-107.jpg
FL,"Family Values",FL_image-108.jpg
FL,"Fire",fire.png
FL,"Fish - Wildlife Commission",Fish - Wildlife Commission.png
FL,"Fish Florida",FL_image-054.jpg
FL,"Flagler College",FL_image-011.jpg
FL,"Fleet",fleet.png
FL,"Florida A&M University",FL_image-012.jpg
FL,"Florida Atlantic University",FL_image-013.jpg
FL,"Florida College",FL_image-015.jpg
FL,"Florida Department of Law Enforcement",Florida Department of Law Enforcement.png
FL,"Florida Department of Veterans Afairs",Florida Department of Veterans Afairs.png
FL,"Florida Gulf Coast University",FL_image-014.jpg
FL,"Florida Highway Patrol",Florida Highway Patrol.png
FL,"Florida Institute of Technology",FL_image-016.jpg
FL,"Florida International University",FL_image-017.jpg
FL,"Florida Memorial University",FL_image-019.jpg
FL,"Florida National Guard",Florida National Guard.png
FL,"Florida Panthers",FL_image-081.jpg
FL,"Florida Sherifs Association",FL_image-109.jpg
FL,"Florida Sherifs Youth Ranches",FL_image-110.jpg
FL,"Florida Southern College",FL_image-018.jpg
FL,"Florida State University",FL_image-020.jpg
FL,"Foreign Organization",FL_image-161.jpg
FL,"Former Military Vehicle",former-mil-vehicle.png
FL,"Fraternal Order of Police",FL_image-111.jpg
FL,"Freemasonry",FL_image-112.jpg
FL,"FWC Oficer",FWC Oficer.png
FL,"Gadsden Flag (DTOM)",FL_image-139.jpg
FL,"Go Fishing (Largemouth Bass)",FL_image-055.jpg
FL,"Gold Star Family",FL_image-180.jpg
FL,"Golf Capital of the World",FL_image-082.jpg
FL,"Gov. College",FL_image-149.jpg
FL,"Gov. County",FL_image-150.jpg
FL,"Government - City",gov-city.png
FL,"Government - PRIDE",gov-pride.png
FL,"Government - State",gov-state.png
FL,"Heavy Truck Dual Plates",heavy-truck-dual-plates.png
FL,"Helping Sea Turtles Survive",FL_image-056.jpg
FL,"Historical - Horseless Carriage",historical-Horseless Carriage.png
FL,"Historical - Street Rod",historical-street-rod.png
FL,"Hodges University",FL_image-021.jpg
FL,"Horse Country",FL_image-113.jpg
FL,"Horseless Carriage",Horseless Carriage.png
FL,"HOSPICE: Every Day Is A Gift",FL_image-114.jpg
FL,"House Speaker*",FL_image-162.jpg
FL,"Imagine",FL_image-115.jpg
FL,"In God We Trust",FL_image-116.jpg
FL,"Indian River Lagoon",FL_image-059.jpg
FL,"Invest in Children",FL_image-117.jpg
FL,"Iota Phi Theta",FL_image-133.jpg
FL,"Jacksonville Jaguars (NFL)",FL_image-083.jpg
FL,"Jacksonville University",FL_image-022.jpg
FL,"Kappa Alpha Psi",FL_image-134.jpg
FL,"Keep Kids Drug Free",FL_image-118.jpg
FL,"Keiser University",FL_image-023.jpg
FL,"Korean War Veteran",FL_image-181.jpg
FL,"Labor - Employment Security",Labor - Employment Security.png
FL,"Lauren's Kids",FL_image-119.jpg
FL,"Live the Dream",FL_image-120.jpg
FL,"Lynn University",FL_image-024.jpg
FL,"Manufacturer",Manufacturer.png
FL,"Medal of Honor (Air Force)",FL_image-182.jpg
FL,"Medal of Honor (Army)",FL_image-183.jpg
FL,"Medal of Honor (Navy)",FL_image-186.jpg
FL,"Miami Dolphins (NFL)",FL_image-085.jpg
FL,"Miami Heat (NBA)",FL_image-086.jpg
FL,"Miami Marlins (MLB)",FL_image-084.jpg
FL,"Miccosukee Indian",Miccosukee Indian.png
FL,"Mofitt Cancer Center",FL_image-121.jpg
FL,"Motorcycle - Antique",motorcycle-Antique.png
FL,"Motorcycle - City",motorcycle-city.png
FL,"Motorcycle - County",motorcycle-county.png
FL,"Motorcycle - Dealer",motorcycle-dealer.png
FL,"Motorcycle - Disabled Person Wheelchair",motorcycle-disabled-person-wheelchair.png
FL,"Motorcycle - Disabled Veteran",motorcycle-Disabled Veteran.png
FL,"Motorcycle - Florida Highway Patrol",motorcycle-Florida Highway Patrol.png
FL,"Motorcycle - Former Military Vehicle",Motorcycle-Former Military Vehicle.png
FL,"Motorcycle - Manufacturer",motorcycle-Manufacturer.png
FL,"Motorcycle - Miccosukee Indian",motorcycle-Miccosukee Indian.png
FL,"Motorcycle - Paralyzed Veterans of America",motorcycle-Paralyzed Veterans of America.png
FL,"Motorcycle - Purple Heart*",FL_image-210.jpg
FL,"Motorcycle - Seminole Indian",motorcycle-Seminole Indian.png
FL,"Motorcycle - Specialty",motorcycle-Specialty.png
FL,"Motorcycle - Standard",motorcycle-standard.png
FL,"Motorcycle - State",motorcycle-state.png
FL,"Motorcycle - Under 21*",FL_image-214.jpg
FL,"Motorcycle - Veteran*",FL_image-211.jpg
FL,"Motorcycle - Woman Veteran*",FL_image-212.jpg
FL,"NASCAR",FL_image-087.jpg
FL,"National Guard",FL_image-185.jpg
FL,"Navy Cross",FL_image-184.jpg
FL,"Navy Submariner",FL_image-187.jpg
FL,"North Broward Hospital District",North Broward Hospital District.png
FL,"Nova Southeastern University",FL_image-028.jpg
FL,"Official Congress*",FL_image-165.jpg
FL,"Official House*",FL_image-163.jpg
FL,"Official Senate*",FL_image-164.jpg
FL,"Omega Psi Phi",FL_image-135.jpg
FL,"Operation Desert Shield",FL_image-188.jpg
FL,"Operation Desert Storm",FL_image-189.jpg
FL,"Operation Enduring Freedom",FL_image-190.jpg
FL,"Operation Iraqi Freedom",FL_image-191.jpg
FL,"Orlando City Soccer",FL_image-089.jpg
FL,"Orlando Magic (NBA)",FL_image-088.jpg
FL,"Palm Beach Atlantic University",FL_image-029.jpg
FL,"Paralyzed Veterans of America",Paralyzed Veterans of America.png
FL,"Pearl Harbor Survivor",FL_image-192.jpg
FL,"Permanent Trailer",permanent-trailer.png
FL,"Phi Beta Sigma",FL_image-136.jpg
FL,"Play Tennis",FL_image-090.jpg
FL,"Police",Police.png
FL,"Police Athletic League",FL_image-091.jpg
FL,"Press",Press.png
FL,"Protect Florida Springs",FL_image-057.jpg
FL,"Protect Florida Whales",FL_image-058.jpg
FL,"Protect Marine Wildlife",FL_image-062.jpg
FL,"Protect Our Oceans",FL_image-060.jpg
FL,"Protect Our Reefs",FL_image-061.jpg
FL,"Protect the Panther",FL_image-063.jpg
FL,"Protect Wild Dolphins",FL_image-064.jpg
FL,"Public Service Commission",Public Service Commission.png
FL,"Purple Heart",FL_image-193.jpg
FL,"Restricted",restricted.png
FL,"Retired House*",FL_image-166.jpg
FL,"Retired Senate*",FL_image-167.jpg
FL,"Ringling College of Art and Design",FL_image-030.jpg
FL,"Rollins College",FL_image-031.jpg
FL,"Saint Leo University",FL_image-033.jpg
FL,"Saint Thomas University",FL_image-032.jpg
FL,"Salutes Firefighters",FL_image-122.jpg
FL,"Salutes Veterans",FL_image-073.jpg
FL,"Save Our Seas",FL_image-065.jpg
FL,"Save the Manatee",FL_image-068.jpg
FL,"Save Wild Florida",FL_image-067.jpg
FL,"Scouting Teaches Values (Boy Scouts of America)",FL_image-123.jpg
FL,"Seminole Indian",seminole-indian.png
FL,"Senate President*",FL_image-168.jpg
FL,"Share the Road",FL_image-092.jpg
FL,"Sheriff",Sherif.png
FL,"Sigma Gamma Rho",FL_image-137.jpg
FL,"Silver Star",FL_image-194.jpg
FL,"Southeastern University",FL_image-035.jpg
FL,"Standard  - County",plate3-1.jpg
FL,"Standard  - In God We Trust",plate2-1.jpg
FL,"Standard  - Sunshine",plate1-1.jpg
FL,"State Fire Marshall",state-fire-marshall.png
FL,"State of the Arts",state of the arts.png
FL,"State Wildflower",FL_image-066.jpg
FL,"Stetson University",FL_image-036.jpg
FL,"Stop Child Abuse",Stop Child Abuse.png
FL,"Stop Heart Disease",Stop Heart Disease.png
FL,"Support  Education",support-education.png
FL,"Support Autism Programs",support-autism.png
FL,"Support Florida Special Olympics",FL_image-093.jpg
FL,"Support Homeownership For All",Support Homeownership For All.png
FL,"Support Law Enforcement",FL_image-127.jpg
FL,"Support Our Troops",FL_image-074.jpg
FL,"Tampa Bay Buccaneers (NFL)",FL_image-095.jpg
FL,"Tampa Bay Estuary",FL_image-069.jpg
FL,"Tampa Bay Lightning (NHL)",FL_image-096.jpg
FL,"Tampa Bay Rays",FL_image-094.jpg
FL,"Transporter",transporter.png
FL,"Trees are Cool",FL_image-070.jpg
FL,"U.S. Air Force",FL_image-075.jpg
FL,"U.S. Army",FL_image-076.jpg
FL,"U.S. Coast Guard",FL_image-077.jpg
FL,"U.S. Marine Corps",FL_image-078.jpg
FL,"U.S. Navy",FL_image-079.jpg
FL,"U.S. Olympic Spirit",FL_image-097.jpg
FL,"U.S. Paratrooper",FL_image-195.jpg
FL,"U.S. Reserve",FL_image-196.jpg
FL,"United We Stand",FL_image-128.jpg
FL,"University of Central Florida",FL_image-034.jpg
FL,"University of Florida",FL_image-025.jpg
FL,"University of Georgia",FL_image-026.jpg
FL,"University of Miami",FL_image-027.jpg
FL,"University of North Florida",FL_image-037.jpg
FL,"University of South Florida",FL_image-038.jpg
FL,"University of Tampa",FL_image-039.jpg
FL,"University of West Florida",FL_image-042.jpg
FL,"Vet disabled",vet-disabled.png
FL,"Veteran of U.S. Armed Forces",FL_image-197.jpg
FL,"Vietnam War Veteran",FL_image-198.jpg
FL,"Visit Our Lights",FL_image-126.jpg
FL,"Volunteer Fire Department",Volunteer Fire Department.png
FL,"Walt Disney World",FL_image-129.jpg
FL,"Warner College",FL_image-041.jpg
FL,"Water Managment District",Water Management District.png
FL,"Webber International University",FL_image-040.jpg
FL,"Wildlife Foundation of Florida",FL_image-071.jpg
FL,"Woman Veteran",FL_image-199.jpg
FL,"World War II Veteran",FL_image-200.jpg
FL,"Wrecker - Gross Vehicle Weight",Wrecker-Gross Vehicle Weight.png
FL,"Wrecker - Standard",wrecker-standard.png
FL,"Zeta Phi Beta",FL_image-138.jpg
GA,"Abraham Baldwin Agricultural College - New plates are no longer available",AB_Large.jpg
GA,"Air Force Cross",CP_Large.jpg
GA,"Air Force Cross Air Force",AC_Large.jpg
GA,"Air Force Distinguished Service Medal",AD_Large.jpg
GA,"Air force Medal of Honor",FM_Large.jpg
GA,"Air Medal",A0_Large.jpg
GA,"Air Medal Air Force",FD_Large.jpg
GA,"Air Medal Army",YD_Large.jpg
GA,"Air Medal Coast Guard",GD_Large.jpg
GA,"Air Medal Marine",MM_Large.jpg
GA,"Air Medal Navy",ND_Large.jpg
GA,"AKA-Atlanta Chapter",9AK_Large.jpg
GA,"Alabama A &amp; M University Plate",A3_Large.jpg
GA,"Albany State University",AL_Large.jpg
GA,"Allied Veteran",AN_Large.jpg
GA,"Allied Veteran Motorcycle",VN_Large.jpg
GA,"Alpha Phi Alpha Fraternity, INC.",AP_Large.jpg
GA,"Alternative Fuel",AF_Large.jpg
GA,"Amateur Radio",AR_Large.jpg
GA,"Appalachian Trail Conservancy of Georgia",9AT_Large.jpg
GA,"Armstrong Atlantic State University - New plates are no longer available",AQ_Large.jpg
GA,"Army Medal of Honor",H1_Large.jpg
GA,"Army Ranger",R1_Large.jpg
GA,"Atlanta Braves Foundation",BF_Large.jpg
GA,"Atlanta Clemson Club",CU_Large.jpg
GA,"Atlanta Falcons",FF_Large.jpg
GA,"Atlanta Gator Club",UF_Large.jpg
GA,"Atlanta Hawks Foundation",AW_Large.jpg
GA,"Atlanta Ole Miss Alumni Association - University of Mississippi",UM_Large.jpg
GA,"Atlanta Tuskegee Alumni Club Inc.",TK_Large.jpg
GA,"Atlanta United Soccer",SU_Large.jpg
GA,"Auburn Club",TZ_Large.jpg
GA,"Augusta University",AU_Large.jpg
GA,"Back the Badge",BB_Large.jpg
GA,"Berry College",BV_Large.jpg
GA,"BlazeSports America",DA_Large.jpg
GA,"Breast Cancer Awareness",BC_Large.jpg
GA,"Brenau University - New plates are no longer available",BR_Large.jpg
GA,"Bronze Star",BS_Large.jpg
GA,"Bronze Star Air Force",F6_Large.jpg
GA,"Bronze Star Army",Y6_Large.jpg
GA,"Bronze Star Coast Guard",G6_Large.jpg
GA,"Bronze Star Marine",M6_Large.jpg
GA,"Bronze Star Navy",N6_Large.jpg
GA,"Certified Firefighters",CF_Large.jpg
GA,"Children’s Healthcare of Atlanta",HW_Large.jpg
GA,"Choose Life",CB_Large.jpg
GA,"Chosin reservoir Campaign 1950",VR_Large.jpg
GA,"Chosin Reservoir Campaign of 1950 in North Korea",CH_Large.jpg
GA,"Clark Atlanta University",CL_Large.jpg
GA,"Coast Guard Distinguished Service Medal",CI_Large.jpg
GA,"Columbus State University - New plates are no longer available",CC_Large.jpg
GA,"Defense Distinguished Service Medal",DG_Large.jpg
GA,"Defense Distinguished Service Medal Air Force",F8_Large.jpg
GA,"Defense Distinguished Service Medal Army",Y8_Large.jpg
GA,"Defense Distinguished Service Medal Coast Guard",G8_Large.jpg
GA,"Defense Distinguished Service Medal Marine",M8_Large.jpg
GA,"Defense Distinguished Service Medal Navy",N8_Large.jpg
GA,"Defense Superior Marine",M0_Large.jpg
GA,"Defense Superior Service Medal",DR_Large.jpg
GA,"Defense Superior Service Medal Air Force",F0_Large.jpg
GA,"Defense Superior Service Medal Army",Y0_Large.jpg
GA,"Defense Superior Service Medal Coast Guard",G0_Large.jpg
GA,"Defense Superior Service Navy",N0_Large.jpg
GA,"Delta Sigma Theta Sorority, Inc.",de.jpg
GA,"Desert Storm",DT_Large.jpg
GA,"Desert Storm Air Force",SV_Large.jpg
GA,"Desert Storm Army",SY_Large.jpg
GA,"Desert Storm Coast Guard",SG_Large.jpg
GA,"Desert Storm Navy",SN_Large.jpg
